trial,mutation_kind,did_hex,data_hex,request_payload,request_can_data_hex,response_payload,response_class,response_sid,nrc,attack_pass,send_wall_iso,send_monotonic_ns,recv_monotonic_ns,latency_ms,observer_request_seen,observer_response_seen,observer_request_timestamp_us,observer_response_timestamp_us,observer_latency_ms,observer_consistent,consistency_note
138,target_did_random_data,0x1234,14,2E123414,042E123414000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.163140+02:00,33785208395640,33785210634823,2.239183,true,true,216175212,216179302,4.090000,true,matched_request_response
139,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:31.177684+02:00,33785222939331,33785225284045,2.344714,true,true,216189746,216193837,4.091000,true,matched_request_response
140,target_did_random_data,0x1234,249F,2E1234249F,052E1234249F0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.192313+02:00,33785237569277,33785239936968,2.367691,true,true,216204387,216208468,4.081000,true,matched_request_response
141,target_did_random_data,0x1234,32B6DE,2E123432B6DE,062E123432B6DE00,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.206950+02:00,33785252205717,33785254605396,2.399679,true,true,216218974,216223053,4.079000,true,matched_request_response
142,target_did_random_data,0x1234,B3299B,2E1234B3299B,062E1234B3299B00,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.221647+02:00,33785266902500,33785269244979,2.342479,true,true,216233682,216237761,4.079000,true,matched_request_response
143,read_only_did,0x1001,FF17B3,2E1001FF17B3,062E1001FF17B300,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:31.236504+02:00,33785281761455,33785284853052,3.091597,true,true,216248553,216252634,4.081000,true,matched_request_response
144,target_did_random_data,0x1234,1412A5C3,2E12341412A5C3,072E12341412A5C3,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.251894+02:00,33785297149458,33785299507721,2.358263,true,true,216263899,216267974,4.075000,true,matched_request_response
145,unknown_did,0x2222,CF8F,2E2222CF8F,052E2222CF8F0000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:31.266516+02:00,33785311771232,33785314304238,2.533006,true,true,216278513,216282593,4.080000,true,matched_request_response
146,target_did_random_data,0x1234,D1E4,2E1234D1E4,052E1234D1E40000,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.282834+02:00,33785328089732,33785330815988,2.726256,true,true,216294843,216298926,4.083000,true,matched_request_response
147,target_did_random_data,0x1234,351211,2E1234351211,062E123435121100,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.297823+02:00,33785343078522,33785345413876,2.335354,true,true,216309791,216313869,4.078000,true,matched_request_response
148,target_did_random_data,0x1234,88FD7C0F,2E123488FD7C0F,072E123488FD7C0F,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.312388+02:00,33785357643026,33785360144393,2.501367,true,true,216324352,216328428,4.076000,true,matched_request_response
149,target_did_random_data,0x1234,0607,2E12340607,052E123406070000,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.327147+02:00,33785372402806,33785374723354,2.320548,true,true,216339108,216343200,4.092000,true,matched_request_response
150,target_did_random_data,0x1234,400F,2E1234400F,052E1234400F0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.341747+02:00,33785387027024,33785389380607,2.353583,true,true,216353750,216357838,4.088000,true,matched_request_response
151,target_did_random_data,0x1234,900C,2E1234900C,052E1234900C0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.356401+02:00,33785401656760,33785404084305,2.427545,true,true,216368337,216372421,4.084000,true,matched_request_response
152,target_did_random_data,0x1234,DF82CE,2E1234DF82CE,062E1234DF82CE00,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.371146+02:00,33785416402572,33785418907781,2.505209,true,true,216383068,216387147,4.079000,true,matched_request_response
153,target_did_random_data,0x1234,13123369,2E123413123369,072E123413123369,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.386141+02:00,33785431396320,33785434354590,2.958270,true,true,216398046,216402121,4.075000,true,matched_request_response
154,target_did_random_data,0x1234,3B485B6A,2E12343B485B6A,072E12343B485B6A,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.401621+02:00,33785446876654,33785449909305,3.032651,true,true,216413563,216417636,4.073000,true,matched_request_response
155,target_did_random_data,0x1234,A7B8B87F,2E1234A7B8B87F,072E1234A7B8B87F,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.416921+02:00,33785462176866,33785464637656,2.460790,true,true,216428810,216432885,4.075000,true,matched_request_response
156,target_did_random_data,0x1234,72AD6B,2E123472AD6B,062E123472AD6B00,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.431639+02:00,33785476895510,33785479263690,2.368180,true,true,216443542,216447618,4.076000,true,matched_request_response
157,target_did_random_data,0x1234,49,2E123449,042E123449000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.446276+02:00,33785491532579,33785493875197,2.342618,true,true,216458169,216462256,4.087000,true,matched_request_response
158,target_did_random_data,0x1234,2867,2E12342867,052E123428670000,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.460932+02:00,33785506187947,33785508481117,2.293170,true,true,216472793,216476876,4.083000,true,matched_request_response
159,target_did_random_data,0x1234,9F3D,2E12349F3D,052E12349F3D0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.475515+02:00,33785520772495,33785523194034,2.421539,true,true,216487386,216491467,4.081000,true,matched_request_response
160,target_did_random_data,0x1234,0FAEDC,2E12340FAEDC,062E12340FAEDC00,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.490313+02:00,33785535568313,33785537813573,2.245260,true,true,216502159,216506242,4.083000,true,matched_request_response
161,unknown_did,0xF187,96819DC9,2EF18796819DC9,072EF18796819DC9,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:31.504923+02:00,33785550187503,33785553679361,3.491858,true,true,216516908,216520983,4.075000,true,matched_request_response
162,unknown_did,0x2222,4414,2E22224414,052E222244140000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:31.521184+02:00,33785566440491,33785569134900,2.694409,true,true,216533038,216537121,4.083000,true,matched_request_response
163,target_did_random_data,0x1234,ED49C8,2E1234ED49C8,062E1234ED49C800,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.536443+02:00,33785581699567,33785584661469,2.961902,true,true,216548284,216552363,4.079000,true,matched_request_response
164,target_did_random_data,0x1234,1FF395,2E12341FF395,062E12341FF39500,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.551859+02:00,33785597115996,33785599324379,2.208383,true,true,216563705,216567783,4.078000,true,matched_request_response
165,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:31.566539+02:00,33785611794201,33785614051613,2.257412,true,true,216578350,216582439,4.089000,true,matched_request_response
166,unknown_did,0xF187,57F2,2EF18757F2,052EF18757F20000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:31.581105+02:00,33785626359823,33785628760479,2.400656,true,true,216592900,216596983,4.083000,true,matched_request_response
167,target_did_random_data,0x1234,705B6E,2E1234705B6E,062E1234705B6E00,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.595775+02:00,33785641030765,33785643305986,2.275221,true,true,216607555,216611632,4.077000,true,matched_request_response
168,unknown_did,0x2222,9B35,2E22229B35,052E22229B350000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:31.610342+02:00,33785655598132,33785657932509,2.334377,true,true,216622134,216626217,4.083000,true,matched_request_response
169,target_did_random_data,0x1234,11,2E123411,042E123411000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.624955+02:00,33785670210896,33785672549045,2.338149,true,true,216636728,216640815,4.087000,true,matched_request_response
170,unknown_did,0xF187,3E9D,2EF1873E9D,052EF1873E9D0000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:31.639548+02:00,33785684803267,33785687208603,2.405336,true,true,216651314,216655395,4.081000,true,matched_request_response
171,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:31.654273+02:00,33785699529523,33785701861316,2.331793,true,true,216666047,216670138,4.091000,true,matched_request_response
172,target_did_random_data,0x1234,A7909A3A,2E1234A7909A3A,072E1234A7909A3A,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.668883+02:00,33785714139145,33785716476106,2.336961,true,true,216680620,216684693,4.073000,true,matched_request_response
173,unknown_did,0x2222,E2,2E2222E2,042E2222E2000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:31.683513+02:00,33785728768601,33785731315854,2.547253,true,true,216695246,216699333,4.087000,true,matched_request_response
174,read_only_did,0x1001,F3,2E1001F3,042E1001F3000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:31.698369+02:00,33785743626299,33785747036442,3.410143,true,true,216710132,216714223,4.091000,true,matched_request_response
175,target_did_random_data,0x1234,53,2E123453,042E123453000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.714593+02:00,33785759847998,33785762349994,2.501996,true,true,216726303,216730388,4.085000,true,matched_request_response
176,target_did_random_data,0x1234,B6BABAC6,2E1234B6BABAC6,072E1234B6BABAC6,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.729345+02:00,33785774601423,33785777114175,2.512752,true,true,216741024,216745098,4.074000,true,matched_request_response
177,read_only_did,0x1001,9582,2E10019582,052E100195820000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:31.744088+02:00,33785789343044,33785791913764,2.570720,true,true,216755778,216759865,4.087000,true,matched_request_response
178,target_did_random_data,0x1234,FA,2E1234FA,042E1234FA000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.758996+02:00,33785804251587,33785807332218,3.080631,true,true,216770685,216774772,4.087000,true,matched_request_response
179,unknown_did,0x3333,63E933EB,2E333363E933EB,072E333363E933EB,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:31.774371+02:00,33785819626949,33785822016780,2.389831,true,true,216786031,216790106,4.075000,true,matched_request_response
180,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:31.789070+02:00,33785834325687,33785836827265,2.501578,true,true,216800741,216804831,4.090000,true,matched_request_response
181,read_only_did,0x1001,05E9E2,2E100105E9E2,062E100105E9E200,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:31.804015+02:00,33785849271455,33785852249630,2.978175,true,true,216815697,216819785,4.088000,true,matched_request_response
182,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:31.819518+02:00,33785864775535,33785867930268,3.154733,true,true,216831201,216835295,4.094000,true,matched_request_response
183,target_did_random_data,0x1234,AE7FDEB6,2E1234AE7FDEB6,072E1234AE7FDEB6,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.835255+02:00,33785880511697,33785883528284,3.016587,true,true,216846906,216850981,4.075000,true,matched_request_response
184,target_did_random_data,0x1234,205F5B,2E1234205F5B,062E1234205F5B00,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.850779+02:00,33785896034913,33785899308237,3.273324,true,true,216862406,216866483,4.077000,true,matched_request_response
185,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:31.866326+02:00,33785911581316,33785913888874,2.307558,true,true,216877954,216882044,4.090000,true,matched_request_response
186,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:31.880934+02:00,33785926189680,33785928571829,2.382149,true,true,216892556,216896644,4.088000,true,matched_request_response
187,target_did_random_data,0x1234,A09E4407,2E1234A09E4407,072E1234A09E4407,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.895613+02:00,33785940869353,33785943150092,2.280739,true,true,216907260,216911339,4.079000,true,matched_request_response
188,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:31.910175+02:00,33785955432879,33785957766348,2.333469,true,true,216921783,216925874,4.091000,true,matched_request_response
189,target_did_random_data,0x1234,CFE35457,2E1234CFE35457,072E1234CFE35457,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.924893+02:00,33785970155364,33785973376377,3.221013,true,true,216936577,216940649,4.072000,true,matched_request_response
190,target_did_random_data,0x1234,4B,2E12344B,042E12344B000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.940423+02:00,33785985677742,33785988172195,2.494453,true,true,216952004,216956091,4.087000,true,matched_request_response
191,target_did_random_data,0x1234,20B5,2E123420B5,052E123420B50000,6E1234,positive,0x6E,,true,2026-06-20T19:29:31.955167+02:00,33786000422646,33786002631029,2.208383,true,true,216966737,216970819,4.082000,true,matched_request_response
