run_id,trial,patch_state,warmup,step,request_payload,response_payload,send_monotonic_ns,recv_monotonic_ns,latency_ms,response_class,nrc,timeout
real_can_latency_20260716_final_firmware,227,before,false,request_security_seed,2701,670112E3,542901692907928,542901696044390,3.136462,positive,,false
real_can_latency_20260716_final_firmware,227,before,false,send_security_key,2702B7B9,6702,542901722295788,542901725280557,2.984769,positive,,false
real_can_latency_20260716_final_firmware,227,before,false,read_target_before,221234,62123400E2,542901751526089,542901754579581,3.053492,positive,,false
real_can_latency_20260716_final_firmware,227,before,false,write_target,2E123400E3,6E1234,542901780926730,542901783912966,2.986236,positive,,false
real_can_latency_20260716_final_firmware,227,before,false,read_target_after,221234,62123400E3,542901810170720,542901813376743,3.206023,positive,,false
real_can_latency_20260716_final_firmware,228,before,false,session_reset,1001,500100321388,542901839755880,542901842677792,2.921912,positive,,false
real_can_latency_20260716_final_firmware,228,before,false,enter_extended_session,1003,500300321388,542901869274971,542901871835669,2.560698,positive,,false
real_can_latency_20260716_final_firmware,228,before,false,request_security_seed,2701,670112E4,542901898276753,542901901118978,2.842225,positive,,false
real_can_latency_20260716_final_firmware,228,before,false,send_security_key,2702B7BE,6702,542901927551054,542901930583314,3.032260,positive,,false
real_can_latency_20260716_final_firmware,228,before,false,read_target_before,221234,62123400E3,542901956827030,542901959827513,3.000483,positive,,false
real_can_latency_20260716_final_firmware,228,before,false,write_target,2E123400E4,6E1234,542901986492366,542901989136454,2.644088,positive,,false
real_can_latency_20260716_final_firmware,228,before,false,read_target_after,221234,62123400E4,542902015702763,542902018311511,2.608748,positive,,false
real_can_latency_20260716_final_firmware,229,before,false,session_reset,1001,500100321388,542902044849045,542902047571913,2.722868,positive,,false
real_can_latency_20260716_final_firmware,229,before,false,enter_extended_session,1003,500300321388,542902073836231,542902077076826,3.240595,positive,,false
real_can_latency_20260716_final_firmware,229,before,false,request_security_seed,2701,670112E5,542902103311881,542902106234702,2.922821,positive,,false
real_can_latency_20260716_final_firmware,229,before,false,send_security_key,2702B7BF,6702,542902132493014,542902135518011,3.024997,positive,,false
real_can_latency_20260716_final_firmware,229,before,false,read_target_before,221234,62123400E4,542902161741264,542902164836730,3.095466,positive,,false
real_can_latency_20260716_final_firmware,229,before,false,write_target,2E123400E5,6E1234,542902191246456,542902194256996,3.010540,positive,,false
real_can_latency_20260716_final_firmware,229,before,false,read_target_after,221234,62123400E5,542902220524947,542902223545963,3.021016,positive,,false
real_can_latency_20260716_final_firmware,230,before,false,session_reset,1001,500100321388,542902249881798,542902252609066,2.727268,positive,,false
real_can_latency_20260716_final_firmware,230,before,false,enter_extended_session,1003,500300321388,542902278840140,542902282095680,3.255540,positive,,false
real_can_latency_20260716_final_firmware,230,before,false,request_security_seed,2701,670112E6,542902308519096,542902311210535,2.691439,positive,,false
real_can_latency_20260716_final_firmware,230,before,false,send_security_key,2702B7BC,6702,542902337473806,542902340558796,3.084990,positive,,false
real_can_latency_20260716_final_firmware,230,before,false,read_target_before,221234,62123400E5,542902366787566,542902370110991,3.323425,positive,,false
real_can_latency_20260716_final_firmware,230,before,false,write_target,2E123400E6,6E1234,542902396326631,542902399404148,3.077517,positive,,false
real_can_latency_20260716_final_firmware,230,before,false,read_target_after,221234,62123400E6,542902425661203,542902428442178,2.780975,positive,,false
real_can_latency_20260716_final_firmware,231,before,false,session_reset,1001,500100321388,542902454993261,542902457803359,2.810098,positive,,false
real_can_latency_20260716_final_firmware,231,before,false,enter_extended_session,1003,500300321388,542902484056573,542902487033381,2.976808,positive,,false
real_can_latency_20260716_final_firmware,231,before,false,request_security_seed,2701,670112E7,542902513255865,542902516263262,3.007397,positive,,false
real_can_latency_20260716_final_firmware,231,before,false,send_security_key,2702B7BD,6702,542902542521156,542902545610545,3.089389,positive,,false
real_can_latency_20260716_final_firmware,231,before,false,read_target_before,221234,62123400E6,542902572077052,542902574907683,2.830631,positive,,false
real_can_latency_20260716_final_firmware,231,before,false,write_target,2E123400E7,6E1234,542902601336825,542902604222142,2.885317,positive,,false
real_can_latency_20260716_final_firmware,231,before,false,read_target_after,221234,62123400E7,542902630479476,542902633503496,3.024020,positive,,false
real_can_latency_20260716_final_firmware,232,before,false,session_reset,1001,500100321388,542902659909381,542902662790646,2.881265,positive,,false
real_can_latency_20260716_final_firmware,232,before,false,enter_extended_session,1003,500300321388,542902689049517,542902692081219,3.031702,positive,,false
real_can_latency_20260716_final_firmware,232,before,false,request_security_seed,2701,670112E8,542902718323119,542902721390509,3.067390,positive,,false
